customer_id,age,division,district,occupation,sector,business_vintage_years,has_fd_dps,income,type,loan_amount,term,status,credit_line_type,risk_group,risk_score,txn_amount,txn_count
1851,64,Barisal,District1,Freelancer,Pharma,25,0,66351.14,Deposit,470070.42,60,Approved,Cash Credit,C,0.65,26300.14,16
1852,34,Sylhet,District5,Freelancer,Pharma,19,0,94074.18,Deposit,337397.11,12,Approved,Lease,B,0.49,30958.67,15
1853,34,Rajshahi,District2,Freelancer,Pharma,3,0,34876.23,Withdrawal,133388.61,36,Approved,Overdraft,C,0.63,7558.87,8
1854,22,Khulna,District1,Teacher,Wholesale,19,1,101049.09,Withdrawal,427186.05,24,Defaulted,Cash Credit,B,0.42,47877.48,17
1855,57,Dhaka,District1,Business Owner,Manufacturing,21,0,62188.36,Withdrawal,396100.39,12,Approved,Invoice Finance,C,0.65,24431.35,13
1856,25,Mymensingh,District1,Teacher,IT,28,1,73143.07,Payment,208470.43,12,Approved,Lease,C,0.53,9516.6,12
1857,58,Barisal,District4,Freelancer,Transport,15,1,105585.77,Withdrawal,855237.18,60,Approved,Overdraft,C,0.66,30031.08,28
1858,61,Chattogram,District2,Freelancer,Retail,10,0,73846.45,Payment,507749.32,48,Approved,Overdraft,C,0.65,29150.19,14
1859,34,Mymensingh,District4,Freelancer,Transport,14,0,77800.01,Withdrawal,491931.83,12,Closed,Cash Credit,C,0.58,35305.91,16
1860,59,Sylhet,District1,Service Holder,Transport,10,1,80514.83,Withdrawal,355261.27,60,Defaulted,Overdraft,C,0.61,10778.21,13
1861,45,Khulna,District4,Business Owner,Wholesale,22,1,95986.52,Deposit,639171.85,60,Approved,Invoice Finance,C,0.68,13082.7,24
1862,40,Barisal,District4,Teacher,Wholesale,29,1,75517.63,Payment,5000.0,60,Approved,Overdraft,B,0.35,15013.73,23
1863,22,Dhaka,District2,Freelancer,Pharma,24,1,90674.16,Payment,533327.52,36,Closed,Lease,B,0.48,48561.25,21
1864,59,Barisal,District3,Farmer,Transport,29,0,65068.55,Withdrawal,346180.57,48,Closed,Invoice Finance,C,0.64,14477.59,9
1865,26,Rajshahi,District4,Business Owner,Manufacturing,10,1,54165.89,Payment,66492.36,36,Approved,Invoice Finance,B,0.49,5100.74,10
1866,37,Rangpur,District4,Farmer,Wholesale,2,0,58164.3,Payment,338080.34,24,Approved,Cash Credit,C,0.63,30334.05,10
1867,45,Mymensingh,District1,Business Owner,IT,23,0,90372.24,Withdrawal,558661.62,48,Approved,Invoice Finance,C,0.71,5537.16,22
1868,48,Rajshahi,District1,Freelancer,Wholesale,23,0,67249.47,Withdrawal,86922.26,36,Closed,Overdraft,B,0.43,16574.49,18
1869,22,Sylhet,District1,Business Owner,Manufacturing,16,1,77819.81,Withdrawal,204390.4,48,Approved,Overdraft,C,0.56,2604.19,16
1870,55,Dhaka,District5,Business Owner,Wholesale,4,0,36927.74,Deposit,337105.15,24,Closed,Cash Credit,D,0.84,14478.41,6
1871,57,Mymensingh,District4,Freelancer,Manufacturing,12,1,77108.26,Deposit,356802.5,36,Approved,Overdraft,C,0.55,23178.25,9
1872,25,Sylhet,District1,Farmer,Retail,9,1,85401.14,Deposit,593644.86,48,Approved,Overdraft,C,0.59,33656.35,21
1873,21,Rajshahi,District2,Farmer,Manufacturing,4,1,80872.92,Payment,586620.12,24,Defaulted,Invoice Finance,C,0.72,14456.77,19
1874,60,Rajshahi,District5,Service Holder,Retail,11,1,84177.64,Withdrawal,487209.54,60,Approved,Cash Credit,B,0.47,54074.32,10
1875,32,Rangpur,District3,Farmer,IT,7,0,47723.53,Withdrawal,335710.35,48,Approved,Cash Credit,C,0.74,12875.82,11
1876,56,Mymensingh,District4,Farmer,Pharma,23,1,78248.06,Deposit,60581.47,24,Approved,Overdraft,B,0.3,36683.99,13
1877,43,Dhaka,District4,Business Owner,Pharma,11,1,87931.07,Deposit,399113.95,60,Closed,Overdraft,C,0.52,25915.49,24
1878,51,Rajshahi,District2,Service Holder,Wholesale,15,1,92179.98,Withdrawal,5000.0,24,Approved,Lease,B,0.33,22632.04,29
1879,31,Khulna,District3,Freelancer,Manufacturing,1,1,63420.08,Withdrawal,95625.6,12,Defaulted,Cash Credit,B,0.41,23573.28,12
1880,30,Rangpur,District3,Freelancer,Wholesale,2,0,45607.42,Withdrawal,178232.48,24,Closed,Invoice Finance,C,0.51,33906.46,11
1881,23,Sylhet,District5,Teacher,Manufacturing,17,0,84508.71,Deposit,310081.99,36,Approved,Overdraft,B,0.48,31118.51,22
1882,34,Mymensingh,District4,Service Holder,Wholesale,16,0,60600.77,Withdrawal,308022.84,36,Closed,Lease,C,0.65,12746.35,8
1883,36,Chattogram,District1,Business Owner,Pharma,1,1,77188.98,Deposit,382756.92,36,Closed,Lease,B,0.5,39978.96,19
1884,30,Chattogram,District2,Teacher,IT,25,0,72947.35,Payment,384249.06,36,Approved,Invoice Finance,C,0.7,1000.0,14
1885,49,Dhaka,District2,Teacher,Pharma,21,1,70287.01,Withdrawal,375994.69,12,Approved,Overdraft,B,0.41,59288.24,11
1886,30,Khulna,District2,Freelancer,Wholesale,11,0,85184.68,Deposit,482643.23,12,Approved,Invoice Finance,C,0.55,36878.04,17
1887,32,Rajshahi,District2,Farmer,Manufacturing,16,1,82800.96,Withdrawal,255185.16,12,Approved,Overdraft,C,0.54,12422.09,15
1888,50,Chattogram,District1,Business Owner,Transport,5,1,59338.84,Deposit,210677.53,60,Approved,Lease,C,0.56,10646.53,14
1889,61,Dhaka,District1,Service Holder,IT,16,0,45137.91,Deposit,222360.35,48,Approved,Overdraft,C,0.63,16849.91,9
1890,21,Sylhet,District5,Teacher,Manufacturing,1,1,46649.99,Withdrawal,231258.65,36,Approved,Lease,C,0.69,1000.0,4
1891,25,Rangpur,District4,Business Owner,Wholesale,7,1,66406.33,Deposit,188338.0,48,Approved,Cash Credit,B,0.42,37548.02,5
1892,40,Khulna,District1,Freelancer,Manufacturing,13,0,91876.93,Payment,658125.36,36,Closed,Lease,C,0.57,48066.59,19
1893,28,Khulna,District5,Teacher,Retail,5,0,46230.07,Deposit,298165.52,36,Defaulted,Invoice Finance,C,0.68,21944.45,11
1894,63,Barisal,District3,Teacher,Manufacturing,8,0,79711.82,Payment,261499.94,36,Closed,Lease,C,0.53,19520.94,15
1895,32,Dhaka,District4,Freelancer,Pharma,0,1,63038.54,Deposit,288922.52,12,Approved,Overdraft,B,0.41,57546.15,13
1896,21,Dhaka,District1,Freelancer,Pharma,4,0,36282.74,Deposit,327236.91,60,Approved,Invoice Finance,D,0.88,5657.75,5
1897,40,Barisal,District3,Freelancer,Retail,6,0,48901.83,Deposit,260214.17,36,Approved,Invoice Finance,C,0.69,10700.8,11
1898,48,Rangpur,District5,Business Owner,IT,8,0,38785.18,Withdrawal,224619.4,36,Approved,Cash Credit,C,0.74,2600.25,13
1899,63,Rajshahi,District1,Business Owner,Manufacturing,13,0,50160.47,Withdrawal,189713.36,36,Closed,Cash Credit,C,0.56,17766.94,6
1900,57,Dhaka,District1,Business Owner,IT,26,1,77713.78,Payment,339902.65,24,Defaulted,Cash Credit,C,0.57,16494.0,18
1901,57,Barisal,District3,Farmer,Transport,8,1,44442.94,Payment,356550.24,36,Closed,Invoice Finance,C,0.75,17344.01,7
1902,32,Rajshahi,District1,Teacher,Manufacturing,3,0,75691.94,Deposit,395610.65,12,Defaulted,Invoice Finance,B,0.49,49871.66,14
1903,57,Rangpur,District2,Business Owner,Pharma,28,1,96165.26,Withdrawal,467184.64,12,Approved,Overdraft,B,0.42,50201.65,16
1904,64,Rajshahi,District1,Farmer,Pharma,19,1,73705.82,Withdrawal,369655.49,48,Closed,Invoice Finance,C,0.59,17361.52,8
1905,48,Mymensingh,District4,Teacher,IT,14,0,67326.37,Payment,679374.62,12,Defaulted,Cash Credit,D,0.86,20703.03,14
1906,35,Khulna,District3,Business Owner,Wholesale,3,0,40467.79,Payment,205560.79,48,Approved,Lease,C,0.68,9093.01,12
1907,26,Sylhet,District4,Freelancer,Pharma,2,1,26934.07,Withdrawal,89955.66,60,Defaulted,Overdraft,C,0.55,13385.88,9
1908,64,Khulna,District5,Service Holder,Wholesale,23,1,132350.37,Withdrawal,488279.98,24,Approved,Overdraft,C,0.54,14501.4,18
1909,40,Khulna,District4,Business Owner,Pharma,20,1,87844.0,Deposit,576389.46,12,Defaulted,Lease,B,0.48,57700.25,14
1910,34,Mymensingh,District2,Service Holder,Pharma,22,0,63164.8,Deposit,135364.55,36,Closed,Overdraft,B,0.43,25440.32,10
1911,22,Rajshahi,District2,Business Owner,Transport,25,1,60991.28,Payment,359919.67,60,Approved,Cash Credit,C,0.71,1000.0,11
1912,29,Rajshahi,District4,Freelancer,Wholesale,21,0,48587.75,Withdrawal,172601.42,36,Approved,Cash Credit,C,0.57,13681.13,5
1913,57,Dhaka,District5,Service Holder,Wholesale,13,1,102817.38,Deposit,131859.27,48,Closed,Overdraft,B,0.5,1000.0,23
1914,40,Mymensingh,District1,Farmer,Pharma,8,1,95529.08,Payment,290394.61,48,Approved,Overdraft,B,0.44,31481.78,16
1915,46,Dhaka,District2,Freelancer,Wholesale,29,1,105298.23,Payment,532289.67,24,Approved,Overdraft,C,0.52,25264.89,23
1916,49,Mymensingh,District4,Service Holder,Pharma,18,1,66273.84,Withdrawal,516295.4,60,Approved,Invoice Finance,D,0.8,1000.0,14
1917,21,Dhaka,District4,Service Holder,Pharma,5,0,77649.61,Deposit,530087.4,48,Approved,Invoice Finance,C,0.58,45860.46,18
1918,55,Chattogram,District4,Freelancer,IT,2,1,73746.74,Deposit,325416.31,36,Approved,Invoice Finance,B,0.42,52092.93,16
1919,26,Barisal,District1,Freelancer,Manufacturing,17,0,76823.87,Payment,533493.7,12,Defaulted,Lease,C,0.68,22226.82,18
1920,57,Khulna,District3,Freelancer,Wholesale,15,1,86692.56,Withdrawal,371602.49,12,Closed,Lease,C,0.53,23591.76,12
1921,25,Khulna,District5,Teacher,Retail,2,0,29395.19,Withdrawal,60759.18,60,Approved,Cash Credit,C,0.53,9681.43,6
1922,53,Rangpur,District3,Farmer,IT,1,1,48027.59,Payment,242163.53,60,Approved,Overdraft,C,0.64,14485.95,9
1923,34,Sylhet,District5,Business Owner,Wholesale,1,0,43346.73,Withdrawal,86179.02,48,Closed,Overdraft,C,0.52,10496.27,9
1924,32,Barisal,District5,Service Holder,Wholesale,25,1,99654.6,Payment,656007.96,12,Approved,Overdraft,B,0.47,61845.03,22
1925,62,Rajshahi,District4,Business Owner,Transport,26,0,55293.52,Withdrawal,365587.49,24,Approved,Cash Credit,C,0.65,21552.32,11
1926,40,Sylhet,District2,Freelancer,Retail,22,0,69369.8,Deposit,224762.32,24,Approved,Invoice Finance,C,0.51,22088.2,15
1927,44,Chattogram,District4,Farmer,Retail,9,1,71350.86,Withdrawal,377531.31,24,Approved,Lease,C,0.54,33252.05,8
1928,63,Rangpur,District1,Farmer,Transport,14,1,90891.1,Withdrawal,479186.83,24,Approved,Lease,C,0.51,34342.7,22
1929,54,Sylhet,District5,Teacher,Transport,2,0,62120.07,Deposit,418933.2,48,Approved,Cash Credit,C,0.69,22173.35,17
1930,45,Rangpur,District2,Freelancer,Wholesale,7,0,41846.61,Deposit,105029.28,36,Defaulted,Overdraft,C,0.56,6869.72,8
1931,49,Khulna,District5,Service Holder,Manufacturing,28,0,99700.29,Payment,618039.61,24,Approved,Overdraft,C,0.55,38371.01,25
1932,59,Rajshahi,District5,Teacher,Transport,17,1,64551.4,Withdrawal,152758.4,48,Approved,Lease,B,0.41,30526.84,10
1933,51,Chattogram,District4,Freelancer,Retail,26,1,107383.59,Withdrawal,703832.58,24,Approved,Invoice Finance,C,0.63,21331.11,22
1934,63,Khulna,District2,Teacher,Retail,10,1,66747.83,Payment,475604.64,24,Approved,Lease,C,0.63,34116.69,14
1935,43,Barisal,District2,Business Owner,Wholesale,6,0,58458.89,Deposit,214007.31,36,Closed,Invoice Finance,C,0.53,24748.16,14
1936,64,Dhaka,District5,Freelancer,Manufacturing,18,0,71389.81,Withdrawal,531015.81,24,Approved,Invoice Finance,C,0.66,34960.58,18
1937,58,Mymensingh,District2,Service Holder,Pharma,24,1,91965.61,Payment,170314.25,48,Closed,Invoice Finance,B,0.41,26141.46,14
1938,40,Chattogram,District2,Service Holder,Transport,6,0,66117.49,Payment,475990.84,48,Defaulted,Invoice Finance,D,0.76,10665.98,20
1939,43,Rajshahi,District4,Freelancer,Transport,24,0,79871.89,Withdrawal,629143.89,12,Closed,Overdraft,C,0.66,32722.47,14
1940,36,Rangpur,District3,Teacher,Wholesale,1,0,62754.74,Payment,357176.79,60,Approved,Lease,C,0.6,29555.44,11
1941,62,Sylhet,District1,Farmer,IT,5,1,76969.3,Payment,354747.54,24,Approved,Lease,B,0.43,55346.94,11
1942,28,Barisal,District3,Freelancer,IT,4,1,50033.17,Payment,281428.56,24,Closed,Invoice Finance,C,0.72,4271.56,11
1943,41,Sylhet,District2,Service Holder,Manufacturing,13,0,67046.99,Payment,254274.59,48,Closed,Cash Credit,C,0.53,24296.25,12
1944,21,Chattogram,District5,Business Owner,Retail,17,1,73541.95,Withdrawal,753750.08,24,Approved,Overdraft,D,0.76,34070.46,15
1945,28,Barisal,District1,Service Holder,Retail,3,0,36361.06,Deposit,139151.5,48,Closed,Cash Credit,C,0.57,17239.19,4
1946,49,Rajshahi,District1,Farmer,Pharma,3,0,48652.4,Payment,371451.46,12,Approved,Invoice Finance,D,0.81,5204.37,9
1947,52,Chattogram,District5,Service Holder,Retail,23,0,75748.53,Deposit,266448.88,24,Defaulted,Invoice Finance,B,0.45,36287.64,18
1948,58,Rajshahi,District1,Farmer,IT,12,0,65745.13,Payment,538690.39,12,Defaulted,Cash Credit,D,0.82,3094.18,22
1949,25,Sylhet,District5,Freelancer,IT,22,0,87840.37,Deposit,792729.22,12,Closed,Lease,D,0.84,6027.53,20
1950,42,Khulna,District1,Service Holder,Transport,28,1,112609.64,Withdrawal,649980.77,60,Approved,Lease,B,0.36,68659.99,24
1951,54,Barisal,District3,Teacher,Pharma,20,0,75044.21,Withdrawal,418244.99,48,Approved,Cash Credit,C,0.68,11821.32,11
1952,21,Dhaka,District1,Teacher,Manufacturing,24,0,81756.6,Withdrawal,252369.7,12,Approved,Invoice Finance,B,0.39,43956.9,14
1953,46,Khulna,District4,Service Holder,Pharma,0,0,51429.64,Withdrawal,146505.8,48,Approved,Overdraft,C,0.52,19482.08,11
1954,63,Dhaka,District5,Service Holder,Manufacturing,19,0,80508.38,Deposit,450511.14,60,Closed,Invoice Finance,C,0.52,44094.15,12
1955,30,Sylhet,District1,Business Owner,IT,4,0,61304.82,Payment,485312.55,48,Defaulted,Lease,D,0.78,14859.59,17
1956,50,Rangpur,District5,Service Holder,Retail,23,0,72182.68,Withdrawal,281771.95,60,Closed,Lease,C,0.54,18051.57,15
1957,38,Barisal,District4,Business Owner,Wholesale,2,1,99279.74,Payment,934803.98,24,Approved,Invoice Finance,C,0.71,43268.72,16
1958,37,Khulna,District1,Business Owner,Pharma,29,1,85807.25,Deposit,324326.36,60,Approved,Lease,B,0.36,50952.96,21
1959,46,Khulna,District1,Business Owner,Pharma,27,1,113816.85,Withdrawal,621301.59,60,Approved,Cash Credit,B,0.37,63767.99,24
1960,28,Chattogram,District4,Business Owner,Transport,20,0,49685.61,Withdrawal,271483.81,60,Closed,Cash Credit,C,0.68,9989.19,5
1961,60,Mymensingh,District4,Freelancer,Transport,18,1,95204.25,Withdrawal,456688.24,36,Closed,Lease,B,0.32,70050.24,19
1962,32,Sylhet,District4,Teacher,IT,12,0,83548.53,Deposit,76225.08,12,Approved,Invoice Finance,B,0.46,9056.69,15
1963,47,Rajshahi,District5,Business Owner,Manufacturing,6,0,27391.71,Payment,103043.61,48,Approved,Cash Credit,C,0.62,7849.31,11
1964,28,Sylhet,District4,Teacher,Wholesale,9,0,61084.26,Withdrawal,329810.94,48,Closed,Lease,C,0.53,33919.54,14
1965,45,Rajshahi,District5,Business Owner,Transport,2,0,62731.21,Withdrawal,301613.53,36,Approved,Lease,C,0.57,26009.5,13
1966,24,Barisal,District3,Teacher,Transport,22,1,90779.45,Payment,569405.51,24,Defaulted,Overdraft,B,0.45,58620.19,12
1967,53,Rajshahi,District1,Service Holder,Retail,29,0,84672.34,Payment,551527.84,12,Closed,Invoice Finance,C,0.62,26586.67,23
1968,21,Rangpur,District1,Service Holder,Retail,1,0,53043.35,Withdrawal,239747.62,12,Approved,Lease,C,0.54,27070.87,16
1969,39,Dhaka,District2,Teacher,IT,6,0,39586.28,Withdrawal,121733.32,12,Closed,Cash Credit,C,0.58,4841.18,11
1970,51,Rajshahi,District3,Business Owner,IT,8,1,108520.68,Deposit,878652.38,12,Closed,Lease,C,0.74,16177.05,24
1971,36,Rajshahi,District4,Freelancer,Transport,27,1,84446.93,Withdrawal,193305.38,36,Approved,Invoice Finance,B,0.45,19348.29,21
1972,34,Chattogram,District4,Teacher,Manufacturing,20,0,76512.42,Deposit,291465.31,48,Approved,Lease,C,0.61,8318.3,14
1973,25,Khulna,District3,Farmer,Wholesale,11,1,66297.4,Deposit,218786.73,24,Closed,Cash Credit,C,0.57,7799.28,15
1974,61,Sylhet,District4,Freelancer,Transport,21,1,51862.05,Payment,336735.9,24,Closed,Cash Credit,C,0.67,15270.52,16
1975,46,Sylhet,District2,Farmer,Manufacturing,28,0,64132.31,Deposit,489588.87,24,Approved,Lease,C,0.72,23031.45,10
1976,48,Barisal,District5,Teacher,Manufacturing,9,1,52285.9,Deposit,243266.07,36,Defaulted,Overdraft,C,0.59,18154.59,10
1977,22,Barisal,District1,Business Owner,Transport,26,0,92373.51,Withdrawal,504318.12,36,Approved,Invoice Finance,C,0.51,44377.76,13
1978,26,Rangpur,District3,Farmer,Manufacturing,18,0,58896.98,Withdrawal,344991.63,60,Closed,Cash Credit,C,0.65,17836.89,14
1979,29,Rajshahi,District1,Teacher,Pharma,12,1,69288.63,Deposit,596437.1,36,Closed,Invoice Finance,D,0.86,3419.72,15
1980,53,Mymensingh,District5,Freelancer,Manufacturing,9,0,43035.04,Deposit,62523.59,12,Approved,Invoice Finance,B,0.48,10937.85,8
1981,61,Sylhet,District3,Business Owner,Transport,4,0,55410.53,Deposit,359528.11,48,Approved,Cash Credit,C,0.66,25677.64,13
1982,45,Barisal,District5,Farmer,Manufacturing,28,1,82253.12,Deposit,473206.27,24,Closed,Lease,C,0.54,30929.58,15
1983,33,Rajshahi,District4,Teacher,Transport,14,0,78885.32,Deposit,335919.01,36,Approved,Invoice Finance,C,0.65,5311.69,13
1984,29,Barisal,District4,Business Owner,Retail,20,0,74530.59,Deposit,421280.69,48,Closed,Lease,C,0.69,8296.7,12
1985,33,Rangpur,District4,Business Owner,Transport,2,0,43422.61,Deposit,281450.51,12,Approved,Overdraft,C,0.74,10588.35,11
1986,51,Dhaka,District5,Service Holder,Manufacturing,7,0,69753.5,Deposit,430122.78,36,Approved,Overdraft,C,0.61,33358.73,15
1987,61,Dhaka,District5,Business Owner,Transport,5,0,55119.11,Payment,513544.81,36,Approved,Invoice Finance,D,0.86,14216.77,5
1988,31,Barisal,District5,Teacher,Wholesale,28,1,93322.45,Withdrawal,490406.04,48,Approved,Cash Credit,B,0.49,40956.53,20
1989,24,Dhaka,District1,Freelancer,Transport,18,0,46060.48,Payment,232780.93,12,Defaulted,Invoice Finance,C,0.59,23846.72,6
1990,54,Barisal,District5,Service Holder,Transport,16,1,79933.71,Withdrawal,370684.78,36,Approved,Lease,B,0.49,35668.87,14
1991,58,Rajshahi,District4,Teacher,Wholesale,9,0,63823.17,Payment,389701.57,48,Approved,Lease,C,0.66,26490.99,10
1992,24,Chattogram,District2,Teacher,Wholesale,0,1,85003.5,Withdrawal,419567.37,12,Closed,Invoice Finance,C,0.69,1000.0,9
1993,58,Mymensingh,District5,Teacher,Wholesale,12,1,65721.6,Deposit,330344.25,36,Approved,Invoice Finance,C,0.65,8138.47,10
1994,39,Rajshahi,District2,Farmer,IT,26,0,110171.63,Deposit,554786.84,36,Closed,Invoice Finance,B,0.48,44317.55,22
1995,26,Chattogram,District4,Farmer,Pharma,9,1,82353.02,Withdrawal,389594.26,24,Approved,Overdraft,C,0.61,13855.98,12
1996,54,Chattogram,District5,Freelancer,IT,11,1,53208.82,Payment,201270.58,60,Approved,Cash Credit,C,0.56,16474.37,10
1997,38,Sylhet,District1,Teacher,Transport,1,0,38322.03,Deposit,223655.53,12,Closed,Lease,C,0.65,22425.42,7
1998,33,Rajshahi,District1,Farmer,IT,9,0,80314.99,Withdrawal,355787.77,48,Closed,Overdraft,C,0.64,9504.26,9
1999,61,Rajshahi,District2,Farmer,IT,20,1,103648.44,Deposit,645456.05,24,Closed,Overdraft,C,0.53,39937.62,25
2000,43,Barisal,District1,Farmer,Wholesale,22,1,87271.4,Deposit,455690.69,36,Defaulted,Invoice Finance,B,0.44,52162.71,17
2001,39,Chattogram,District1,Freelancer,Wholesale,0,0,52248.77,Deposit,220847.73,48,Defaulted,Lease,C,0.67,1000.0,11
2002,31,Chattogram,District1,Freelancer,Retail,0,0,32530.85,Withdrawal,264464.78,24,Approved,Lease,D,0.85,5767.32,6
2003,21,Chattogram,District4,Teacher,IT,19,0,88821.64,Deposit,425933.06,24,Approved,Lease,C,0.61,14978.89,14
2004,44,Barisal,District1,Service Holder,Pharma,28,0,63183.49,Withdrawal,394621.71,60,Approved,Lease,C,0.62,26395.22,16
2005,27,Sylhet,District3,Teacher,Transport,25,1,102671.12,Deposit,369619.54,24,Closed,Invoice Finance,B,0.48,28162.2,17
2006,45,Rajshahi,District5,Farmer,Manufacturing,14,0,84280.64,Deposit,79975.7,12,Closed,Overdraft,B,0.33,37358.41,17
2007,41,Chattogram,District1,Farmer,Pharma,21,0,71722.33,Payment,277278.65,60,Approved,Overdraft,C,0.61,7525.29,14
2008,35,Dhaka,District1,Business Owner,Pharma,24,1,103514.17,Payment,75058.39,60,Approved,Overdraft,B,0.37,24901.41,15
2009,21,Rajshahi,District1,Teacher,Retail,0,0,77714.6,Withdrawal,351757.59,36,Closed,Overdraft,C,0.61,18269.3,11
2010,32,Barisal,District3,Farmer,Transport,26,0,80019.53,Payment,635138.54,36,Closed,Lease,C,0.7,26225.84,11
2011,27,Sylhet,District1,Farmer,Transport,25,0,72370.47,Withdrawal,230820.54,12,Approved,Lease,B,0.47,26579.53,20
2012,35,Dhaka,District1,Service Holder,Wholesale,20,0,68997.21,Deposit,54363.75,48,Closed,Cash Credit,B,0.43,13737.6,14
2013,41,Barisal,District5,Business Owner,Wholesale,8,0,46855.18,Deposit,374865.52,12,Approved,Invoice Finance,D,0.79,16251.03,11
2014,39,Khulna,District3,Teacher,Pharma,23,0,61516.24,Payment,249097.12,60,Approved,Lease,C,0.55,22432.14,17
2015,49,Rajshahi,District3,Freelancer,Retail,6,0,62636.1,Payment,311208.92,36,Approved,Lease,C,0.71,1000.0,5
2016,45,Khulna,District1,Teacher,Transport,15,1,77540.75,Withdrawal,509951.39,12,Approved,Invoice Finance,C,0.62,29236.41,16
2017,53,Barisal,District3,Teacher,Retail,15,1,84913.54,Withdrawal,513416.6,36,Approved,Invoice Finance,C,0.58,29613.53,18
2018,52,Barisal,District2,Service Holder,Manufacturing,12,0,39650.96,Payment,257771.88,12,Defaulted,Lease,C,0.62,31135.97,13
2019,55,Barisal,District3,Teacher,Transport,9,0,57610.72,Payment,391802.32,12,Approved,Overdraft,C,0.7,21526.99,7
2020,64,Chattogram,District3,Service Holder,Wholesale,17,1,97451.77,Payment,146934.93,24,Closed,Cash Credit,B,0.36,28870.4,21
2021,58,Sylhet,District3,Service Holder,Pharma,8,0,41216.14,Withdrawal,89492.79,12,Approved,Cash Credit,B,0.47,24792.32,4
2022,46,Chattogram,District4,Farmer,Retail,11,1,76247.9,Deposit,559837.95,36,Approved,Invoice Finance,C,0.72,16595.21,16
2023,31,Sylhet,District4,Freelancer,Wholesale,28,1,65180.86,Payment,223995.44,12,Closed,Overdraft,C,0.54,10853.84,10
2024,55,Mymensingh,District4,Service Holder,Pharma,23,0,53418.07,Deposit,195227.46,48,Closed,Invoice Finance,C,0.56,14228.73,7
2025,28,Chattogram,District3,Business Owner,Wholesale,12,0,74114.91,Deposit,183383.63,24,Approved,Cash Credit,B,0.42,32649.84,25
2026,34,Khulna,District2,Business Owner,Transport,10,0,55360.74,Payment,231967.27,12,Approved,Cash Credit,B,0.49,40367.69,16
2027,30,Sylhet,District3,Freelancer,Retail,14,0,91331.09,Deposit,392848.62,48,Approved,Overdraft,B,0.5,35491.66,11
2028,22,Chattogram,District1,Service Holder,Manufacturing,9,1,80486.65,Deposit,251527.11,36,Closed,Cash Credit,B,0.49,22114.06,17
2029,29,Rajshahi,District2,Freelancer,IT,9,1,81958.93,Withdrawal,237175.58,48,Closed,Cash Credit,B,0.49,18728.94,17
2030,23,Barisal,District4,Farmer,Wholesale,8,0,41852.77,Payment,235937.72,24,Approved,Overdraft,D,0.75,1000.0,3
2031,41,Sylhet,District5,Business Owner,IT,24,0,68223.42,Withdrawal,230913.18,36,Closed,Cash Credit,C,0.6,1000.0,15
2032,46,Sylhet,District2,Teacher,Retail,24,0,63010.46,Deposit,238644.27,12,Defaulted,Invoice Finance,C,0.53,20734.67,16
2033,28,Chattogram,District4,Business Owner,Transport,2,0,36018.37,Deposit,22599.49,12,Approved,Invoice Finance,B,0.47,6507.73,7
2034,22,Mymensingh,District2,Service Holder,Wholesale,22,1,96958.4,Deposit,860641.59,48,Approved,Invoice Finance,C,0.69,32389.7,14
2035,26,Chattogram,District2,Freelancer,Transport,15,1,92967.74,Payment,639957.2,12,Approved,Invoice Finance,C,0.66,19919.71,27
2036,48,Rangpur,District3,Business Owner,Manufacturing,11,0,66984.06,Deposit,268632.06,36,Approved,Lease,C,0.61,11197.99,7
2037,49,Khulna,District1,Teacher,Manufacturing,16,0,53578.99,Withdrawal,171551.25,36,Approved,Cash Credit,C,0.59,3966.34,9
2038,46,Khulna,District5,Teacher,Pharma,24,0,78960.95,Payment,396524.33,12,Approved,Cash Credit,C,0.61,14851.35,15
2039,45,Sylhet,District4,Freelancer,Pharma,29,0,50309.82,Withdrawal,249885.5,48,Defaulted,Invoice Finance,C,0.51,37790.99,9
2040,32,Sylhet,District2,Freelancer,Pharma,14,0,83845.14,Payment,205258.51,12,Approved,Cash Credit,B,0.47,21512.2,18
2041,25,Chattogram,District5,Business Owner,Transport,24,0,54527.75,Payment,5000.0,60,Closed,Lease,B,0.4,14922.94,14
2042,54,Khulna,District2,Service Holder,Pharma,2,0,35193.12,Withdrawal,138937.09,12,Closed,Lease,C,0.63,11028.73,4
2043,57,Khulna,District1,Farmer,Retail,4,1,70729.38,Payment,132493.88,24,Closed,Lease,B,0.37,35993.04,15
2044,35,Mymensingh,District5,Teacher,IT,27,0,80062.39,Withdrawal,427754.13,12,Approved,Overdraft,C,0.56,31636.87,14
2045,64,Rajshahi,District4,Freelancer,IT,12,0,60908.77,Withdrawal,326237.31,60,Approved,Invoice Finance,C,0.64,18080.43,15
2046,56,Mymensingh,District2,Farmer,Transport,23,1,71348.08,Deposit,217866.69,24,Approved,Cash Credit,B,0.47,20678.69,20
2047,35,Rangpur,District1,Farmer,Transport,5,1,87000.22,Deposit,341983.2,48,Closed,Lease,C,0.52,22152.92,24
2048,63,Dhaka,District5,Farmer,Pharma,25,0,49710.76,Deposit,423838.08,24,Approved,Lease,D,0.86,1000.0,8
2049,43,Barisal,District2,Service Holder,IT,25,0,52750.97,Withdrawal,345532.41,36,Approved,Cash Credit,C,0.72,11332.06,8
2050,26,Mymensingh,District2,Freelancer,IT,8,1,71395.26,Payment,292398.89,60,Closed,Cash Credit,B,0.4,48968.75,14
